,word,count,pages,contexts,chapters
4149,barbarians,1,{220},['have let the barbarians onto the sacred '],{30}
4150,fatherland,1,set(),['soil of the fatherland i beg your '],set()
4151,beg,3,"{220, 277, 278}","['the fatherland i beg your pardon said ', 'at montreux i beg your pardon the ', 'is tobogganing i beg to differ the ']","{37, 30}"
4152,pardon,3,set(),"['i beg your pardon said the lieutenant-colonel ', 'am not joking pardon my stupid joke ', 'i beg your pardon the other official ']",set()
4153,treachery,1,{220},['is because of treachery such as yours '],{30}
4154,fruits,1,{220},['have lost the fruits of victory have '],{30}
4155,facing,2,"{267, 221}","['this we were facing the officers and ', 'me and sat facing the bow and ']","{36, 30}"
4156,pad,2,{221},"['something on a pad of paper abandoned ', 'sentence from the pad of paper and ']",{30}
4157,ordered,4,"{322, 250, 301, 221}","['abandoned his troops ordered to be shot ', 'wooden table and ordered vermouth are you ', 'commenced unpacking i ordered a whiskey and ', 'i was i ordered another beer i ']","{38, 41, 34, 30}"
4158,sentence,1,{221},['they read the sentence from the pad '],{30}
4159,intent,1,{221},['point of being intent on questioning the '],{30}
4160,obviously,2,{221},"['way there was obviously nothing they could ', 'now i was obviously a german in ']",{30}
4161,minds,2,{221},"['saw how their minds worked if they ', 'if they had minds and if they ']",{30}
4162,saving,1,{221},['and they were saving their country the '],{30}
4163,formed,1,{221},['was being re formed beyond the tagliamento '],{30}
4164,executing,1,{221},['tagliamento they were executing officers of the '],{30}
4165,dealing,2,{221},"['they were also dealing summarily with german ', 'justice of men dealing in death without ']",{30}
4166,summarily,1,{221},['were also dealing summarily with german agitators '],{30}
4167,agitators,1,{221},['summarily with german agitators in italian uniform '],{30}
4168,detachment,2,"{225, 221}","['had that beautiful detachment and devotion to ', 'were a machine-gun detachment going up toward ']",{30}
4169,devotion,1,{221},['beautiful detachment and devotion to stern justice '],{30}
4170,stern,9,"{263, 265, 267, 268, 270, 249, 221}","['and devotion to stern justice of men ', 'sat in the stern and let out ', 'sat in the stern and pulled her ', 'catherine in the stern but i could ', 'back to the stern and showed her ', 'tin under the stern seat would you ', 'sat in the stern with my coat ', 'back to the stern ive had a ', 'finanza in the stern their alpini hats ']","{34, 35, 36, 37, 30}"
4171,justice,1,{221},['devotion to stern justice of men dealing '],{30}
4172,newcomers,1,set(),['looking at the newcomers the others were '],set()
4173,splash,1,set(),['in with a splash the water was '],set()
4174,current,5,"{224, 222, 223}","['could feel the current swirl me and ', 'swung in the current and i held ', 'river when the current moves swiftly it ', 'ahead and the current moved toward the ', 'i could the current was taking me ']",{30}
4175,swirl,1,{222},['feel the current swirl me and i '],{30}
4176,timber,8,"{224, 222, 223}","['a piece of timber ahead of me ', 'the piece of timber swung in the ', 'held onto the timber with both hands ', 'have a heavy timber to hold on ', 'willow bush the timber swung slowly so ', 'and swimming the timber toward the bank ', 'side of the timber and shoved hard ', 'me on the timber that i might ']",{30}
4177,shore,31,"{265, 266, 267, 269, 271, 222, 223}","['me along the shore was out of ', 'move toward the shore we went down ', 'moved toward the shore i wondered if ', 'would reach the shore some way and ', 'i watched the shore come close then ', 'more slowly the shore was very close ', 'rowed along the shore the barman holding ', 'not far from shore i held the ', 'and the deserted shore the barman rowed ', 'go up the shore maybe the wind ', 'close to the shore it was intra ', 'we see the shore but rowed steadily ', 'up on the shore several times i ', 'close to the shore because i was ', 'road along the shore with the mountains ', 'could see the shore i could see ', 'villas on the shore on the slopes ', 'it on the shore at the foot ', 'on the other shore and i thought ', 'could see the shore there seemed to ', 'looked toward the shore we were closer ', 'with a low shore line that i ', 'on the other shore a way ahead ', 'close to the shore i could see ', 'see the rocky shore and the trees ', 'up to the shore and lay quiet ', 'just see the shore and rowed on ', 'trees from the shore and up the ', 'and up the shore a way was ', 'that skirted the shore for guards but ', 'along the lake shore there was an ']","{36, 37, 30}"
4178,banks,1,{223},['floated off the banks when the river '],{30}
4179,icy,3,"{255, 268, 223}","['lay in the icy water with my ', 'the wine was icy cold and very ', 'the water was icy cold so cold ']","{35, 36, 30}"
4180,cramps,1,{223},['was afraid of cramps and i hoped '],{30}
4181,curve,2,{270},"['in a long curve it was beginning ', 'that bounded the curve the lake had ']",{37}
4182,bushes,3,"{224, 223}","['could see the bushes along the shore-line ', 'into the willow bushes and rested again ', 'down by some bushes along the bank ']",{30}
4183,shore-line,1,set(),['bushes along the shore-line there was a '],set()
4184,ashore,2,{266},"['try to swim ashore but decided not ', 'we were close ashore against a point ']",{36}
4185,barefoot,1,set(),['if i landed barefoot i had to '],set()
4186,swing,1,{223},['come close then swing away then come '],{30}
4187,willow,3,"{224, 223}","['twigs on the willow bush the timber ', 'hung to the willow branch and did ', 'pulled into the willow bushes and rested ']",{30}
4188,bush,1,set(),['on the willow bush the timber swung '],set()
4189,eddy,2,{224},"['were in an eddy we went slowly ', 'out of the eddy and holding with ']",{30}
4190,swimming,3,{224},"['and kicking and swimming the timber toward ', 'my momentum and swimming as hard as ', 'kept thrashing and swimming in a heavy-footed ']",{30}
4191,momentum,1,{224},['even with my momentum and swimming as '],{30}
4192,drown,3,{224},"['then i would drown because of my ', 'i would not drown now it had ', 'that i might drown i felt hollow ']",{30}
4193,thrashed,1,{224},['boots but i thrashed and fought through '],{30}
4194,thrashing,1,{224},['and i kept thrashing and swimming in '],{30}
4195,heavy-footed,1,{224},['swimming in a heavy-footed panic until i '],{30}
4196,panic,1,{224},['in a heavy-footed panic until i reached '],{30}
4197,branch,1,{224},['to the willow branch and did not '],{30}
4198,strength,2,{224},"['did not have strength to pull myself ', 'much of her strength the sooner we ']",{30}
4199,occurred,1,{224},['it had never occurred to me on '],{30}
4200,effort,1,set(),['chest from the effort and i held '],set()
4201,crawled,3,"{224, 226}","['branches then i crawled out pushed on ', 'pulled up i crawled down between the ', 'face but i crawled on in and ']","{30, 31}"
4202,willows,1,{224},['on through the willows and onto the '],{30}
4203,half-daylight,1,{224},['bank it was half-daylight and i saw '],{30}
4204,latisana,1,set(),['the river until latisana i thought i '],set()
4205,vito,1,set(),['be opposite san vito i began to '],set()
4206,wallet,1,{224},['coat took my wallet with my papers '],{30}
4207,wrung,2,{224},"['pocket and then wrung the coat out ', 'my trousers and wrung them too then ']",{30}
4208,clammy,1,{225},['felt wet and clammy and i slapped '],{30}
4209,circulation,1,{225},['to keep the circulation going i had '],{30}
4210,woven,1,{225},['going i had woven underwear and i '],{30}
4211,dismal,2,{225},"['wet low and dismal looking the fields ', 'made the mountain-side dismal there were clouds ']",{30}
4212,limped,1,{225},['the road i limped along the side '],{30}
4213,venetian,1,{225},['i crossed the venetian plain it is '],{30}
4214,salt,1,{225},['sea there are salt marshes and very '],{30}
4215,mouths,1,{225},['along the river mouths to the sea '],{30}
4216,canals,2,set(),"['paths beside the canals i was working ', 'mosquito marshes and canals there were some ']",set()
4217,marsh,2,set(),"['ran beside a marsh it was the ', 'flowed into the marsh i could see ']",set()
4218,venice,1,{225},['main line from venice to trieste with '],{30}
4219,roadbed,1,{225},['embankment a solid roadbed and double track '],{30}
4220,double,3,"{225, 283, 239}","['solid roadbed and double track down the ', 'was a big double bed a letto ', 'looked like the double sails of a ']","{33, 37, 30}"
4221,flag-station,1,{225},['way was a flag-station and i could '],{30}
4222,flowed,2,"{225, 283}","['a stream that flowed into the marsh ', 'the bottom that flowed down into the ']","{37, 30}"
4223,visible,1,{225},['on this railroad visible a long way '],{30}
4224,portogruaro,1,set(),['might come from portogruaro i watched the '],set()
4225,guards,6,"{225, 226, 266, 271}","['i watched the guards and lay down ', 'there would be guards on the train ', 'cars if the guards were watching i ', 'and the custom guards see us is ', 'there were custom guards along the pallanza ', 'the shore for guards but did not ']","{36, 37, 30, 31}"
4226,flay,1,set(),['line toward where flay then turned and '],set()
4227,aboard,1,{226},['i could get aboard it after i '],{31}
4228,hoping,1,{226},['almost given up hoping for one i '],{31}
4229,puffing,1,{226},['opposite working and puffing even on the '],{31}
4230,engineer,1,{226},['i saw the engineer pass i stood '],{31}
4231,object,1,{226},['a less suspicious object standing beside the '],{31}
4232,freight-cars,1,{226},['track several closed freight-cars passed then i '],{31}
4233,gondolas,1,{226},['sort they call gondolas coming covered with '],{31}
4234,hand-rods,2,{226},"['caught the rear hand-rods and pulled up ', 'holding to the hand-rods and crouching low ']",{31}
4235,gondola,1,{226},['down between the gondola and the shelter '],{31}
4236,crouching,1,{226},['the hand-rods and crouching low my feet '],{31}
4237,coupling,1,set(),['feet on the coupling we were almost '],set()
4238,stared,1,{226},['for him i stared at him contemptuously '],{31}
4239,contemptuously,1,{226},['stared at him contemptuously and he looked '],{31}
4240,grummets,1,{226},['fastened it had grummets and was laced '],{31}
4241,laced,1,{226},['grummets and was laced down at the '],{31}
4242,bulges,1,{226},['there were hard bulges under the canvas '],{31}
4243,tightened,1,{226},['the canvas that tightened in the rain '],{31}
4244,hand-rails,1,{226},['go of the hand-rails and ducked under '],{31}
4245,violent,1,{226},['gave me a violent bump and i '],{31}
4246,cleanly,1,{227},['guns they smelled cleanly of oil and '],{31}
4247,jackets,2,"{227, 229}","['had their canvas jackets on i thought ', 'guns with canvas jackets and the smell ']",{31}
4248,letting,1,{227},['lying still and letting it coagulate then '],{31}
4249,coagulate,1,set(),['and letting it coagulate then picked away '],set()
4250,handkerchief,1,set(),['i had no handkerchief but feeling with '],set()
4251,dripped,1,{227},['with rainwater that dripped from the canvas '],{31}
4252,conspicuous,1,set(),['want to look conspicuous i knew i '],set()
4253,terrifically,1,{227},['about i was terrifically hungry lying on '],{31}
4254,flat-car,2,"{228, 229}","['floor of the flat-car with the guns ', 'floor of a flat-car nor guns with ']",{31}
4255,satisfactory,1,set(),['had been very satisfactory valentini had done '],set()
4256,swum,1,{228},['on foot and swum part of the '],{31}
4257,clickingly,1,set(),['going slowly and clickingly and some light '],set()
4258,lonesome,1,{229},['each time and lonesome inside and alone '],{31}
4259,vaselined,1,{229},['the smell of vaselined metal or a '],{31}
4260,leaked,1,{229},['canvas that rain leaked through although it '],{31}
4261,coldly,3,{229},"['very clearly and coldly not so coldly ', 'coldly not so coldly as clearly and ', 'locarno a little coldly we went down ']",{31}
4262,emptily,2,set(),"['as clearly and emptily you saw emptily ', 'emptily you saw emptily lying on your ']",set()
4263,floorwalker,1,{229},['men as a floorwalker loses the stock '],{31}
4264,department,2,{229},"['stock of his department in a fire ', 'fire in the department store because they ']",{31}
